ID1	DataType	ExptNumber	MouseID	strainName	sex	Date	birthDate	ExptDoneBy	Age(days)	Age(wks)	Expr1011	BodyWeight	DrugBottleStartWeight	WaterBottleStartWeight	DrugBottleEndWeight	WaterBottleEndWeight	MeasureDays	d7	d8	d9	d10	d11	d12	d13	DrugDose	Drug	DoseUnits	d14	d15	d16	d17	d18	d19	d20	d21	d22	d23	d24	d25	mg/kg formula check	MouseIDDateMaster	MouseIDDateMDTStatic	MouseIDDateQC	coatColor	origin	Group	nickname	SucrosePreference	OralMethPreference	mgMeth_gMouse_day	d2-d4	d3-d5	d2-d4bias	TestNumber	DrugVolConsumed	WaterVolConsumed	DrugPreferenceScore	DrugMassConsumed
51036	Oral methamphetamine	SUC0389	056228	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-26T00:00:00Z	2025-09-30T00:00:00Z	Fionna	87	12.4285714285714		20.7071421486991	93.5299987792969	90.9400024414063	87.1600036621094	86.0699996948242	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														056228_12/26/2025_Oral methamphetamine	056228_12/26/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		6.3699951171875	4.87000274658203	0.566725671291351	4	6.3699951171875	4.8700027465821	0.566725651943422	0.00410164124142561
51085	Oral methamphetamine	SUC0389	056228	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-27T00:00:00Z	2025-09-30T00:00:00Z	Fionna	88	12.5714285714286		20.9314278193883	93.370002746582	86.0699996948242	90.7300033569336	80.2900009155273	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														056228_12/27/2025_Oral methamphetamine	056228_12/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.63999938964844	5.77999877929688	0.313539177179337	5	2.63999938964841	5.7799987792969	0.313539188094514	0.00504504405992418
51134	Oral methamphetamine	SUC0389	056228	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-29T00:00:00Z	2025-09-30T00:00:00Z	Fionna	90	12.8571428571429		21.3799991607666	90.7300033569336	80.2900009155273	89.1800003051758	73.1600036621094	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													378451.921207764	056228_12/29/2025_Oral methamphetamine	056228_12/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00289991227801757	1.55000305175781	7.12999725341797	0.178571775555611	6	1.5500030517578	7.1299972534179	0.178571773878114	0.00289991227801755
50890	Oral methamphetamine	SUC0389	056229	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-19T00:00:00Z	2025-09-30T00:00:00Z	Fionna	80	11.4285714285714		18.1675004959107	91.2600021362305	87.0299987792969	81.3399963378906	84.4700012207031	3							day 10-13 both water bottles		Both Water Bottles															056229_12/19/2025_Oral methamphetamine	056229_12/19/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		9.92000579833984	2.55999755859375	0.794872045516968	1	9.9200057983399	2.55999755859381	0.794872045673649	
50939	Oral methamphetamine	SUC0389	056229	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-22T00:00:00Z	2025-09-30T00:00:00Z	Fionna	83	11.8571428571429		18.7800006866455	95.2699966430664	84.4700012207031	89.7200012207031	81.5100021362305	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													455145.032530043	056229_12/22/2025_Oral methamphetamine	056229_12/22/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00295526901993667	5.54999542236328	2.95999908447266	0.652173817157745	2	5.54999542236331	2.9599990844726	0.652173796105874	0.00295526901993668
50988	Oral methamphetamine	SUC0389	056229	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-24T00:00:00Z	2025-09-30T00:00:00Z	Fionna	85	12.1428571428571		19.0600005558559	89.7200012207031	81.5100021362305	85.620002746582	76.8000030517578	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														056229_12/24/2025_Oral methamphetamine	056229_12/24/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		4.09999847412109	4.70999908447266	0.465380191802979	3	4.09999847412109	4.7099990844727	0.465380205482772	0.00215110092054086
51037	Oral methamphetamine	SUC0389	056229	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-26T00:00:00Z	2025-09-30T00:00:00Z	Fionna	87	12.4285714285714		19.3400004250662	92.0299987792969	99.8300018310547	88.0699996948242	91.7699966430664	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														056229_12/26/2025_Oral methamphetamine	056229_12/26/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		3.95999908447266	8.06000518798828	0.329450726509094	4	3.9599990844727	8.0600051879883	0.329450721872491	0.00273009238017059
51086	Oral methamphetamine	SUC0389	056229	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-27T00:00:00Z	2025-09-30T00:00:00Z	Fionna	88	12.5714285714286		19.4800003596714	92.7200012207031	91.7699966430664	90.5100021362305	85.4499969482422	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														056229_12/27/2025_Oral methamphetamine	056229_12/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.20999908447266	6.31999969482422	0.25908550620079	5	2.2099990844726	6.31999969482421	0.259085510051478	0.00453798571595073
51135	Oral methamphetamine	SUC0389	056229	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-29T00:00:00Z	2025-09-30T00:00:00Z	Fionna	90	12.8571428571429		19.7600002288818	90.5100021362305	85.4499969482422	89.2799987792969	78.2399978637695	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													408943.968449211	056229_12/29/2025_Oral methamphetamine	056229_12/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00248988530908169	1.23000335693359	7.20999908447266	0.145734950900078	6	1.23000335693359	7.2099990844727	0.145734952741157	0.0024898853090817
50891	Oral methamphetamine	SUC0389	056230	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-19T00:00:00Z	2025-09-30T00:00:00Z	Fionna	80	11.4285714285714		17.8250007629394	92.7900009155273	94.2699966430664	86.8899993896484	88.0999984741211	3							day 10-13 both water bottles		Both Water Bottles															056230_12/19/2025_Oral methamphetamine	056230_12/19/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		5.90000152587891	6.16999816894531	0.488815397024155	1	5.90000152587891	6.16999816894531	0.488815383185876	
50940	Oral methamphetamine	SUC0389	056230	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-22T00:00:00Z	2025-09-30T00:00:00Z	Fionna	83	11.8571428571429		18.2900009155273	95.5899963378906	88.0999984741211	89.1600036621094	85.8199996948242	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													465981.643569222	056230_12/22/2025_Oral methamphetamine	056230_12/22/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00351557810493191	6.42999267578125	2.27999877929688	0.738231778144836	2	6.42999267578119	2.27999877929689	0.738231800679023	0.00351557810493189
50989	Oral methamphetamine	SUC0389	056230	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-24T00:00:00Z	2025-09-30T00:00:00Z	Fionna	85	12.1428571428571		18.2957147870745	89.1600036621094	85.8199996948242	87.1500015258789	79.8199996948242	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														056230_12/24/2025_Oral methamphetamine	056230_12/24/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.01000213623047	6	0.250936537981033	3	2.0100021362305	6	0.250936529359829	0.00109861908081914
51038	Oral methamphetamine	SUC0389	056230	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-26T00:00:00Z	2025-09-30T00:00:00Z	Fionna	87	12.4285714285714		18.3014286586216	94.3099975585938	95.2600021362305	90.75	86.7600021362305	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														056230_12/26/2025_Oral methamphetamine	056230_12/26/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		3.55999755859375	8.5	0.295190572738647	4	3.55999755859381	8.5	0.295190570420721	0.00259360266348513
51087	Oral methamphetamine	SUC0389	056230	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-27T00:00:00Z	2025-09-30T00:00:00Z	Fionna	88	12.5714285714286		18.3042855943952	99.6100006103516	86.7600021362305	97.8099975585938	80.0599975585938	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														056230_12/27/2025_Oral methamphetamine	056230_12/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		1.80000305175781	6.70000457763672	0.211764872074127	5	1.8000030517578	6.70000457763669	0.21176487483765	0.00393351172866088
51136	Oral methamphetamine	SUC0389	056230	B6NJ-Mast3-/- Cyfip2-S968F<J>	F	2025-12-29T00:00:00Z	2025-09-30T00:00:00Z	Fionna	90	12.8571428571429		18.3099994659424	97.8099975585938	80.0599975585938	96.5199966430664	73.870002746582	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													515599.200934445	056230_12/29/2025_Oral methamphetamine	056230_12/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Mast3		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00281813425047186	1.29000091552734	6.18999481201172	0.172460108995438	6	1.2900009155274	6.1899948120118	0.172460113951401	0.00281813425047198
50884	Oral methamphetamine	SUC0384	056238	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-19T00:00:00Z	2025-10-06T00:00:00Z	Fionna	74	10.5714285714286		18.1674995422363	94.6100006103516	80.1500015258789	83.3399963378906	76.2099990844727	3							day 10-13 both water bottles		Both Water Bottles															056238_12/19/2025_Oral methamphetamine	056238_12/19/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		11.2700042724609	3.94000244140625	0.740959823131561	1	11.270004272461	3.94000244140621	0.740959848636093	
50933	Oral methamphetamine	SUC0384	056238	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-22T00:00:00Z	2025-10-06T00:00:00Z	Fionna	77	11		18.2999992370605	96.4599990844727	96.3000030517578	93.6600036621094	90.5400009155273	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													493685.503420199	056238_12/22/2025_Oral methamphetamine	056238_12/22/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00153005220715683	2.79999542236328	5.76000213623047	0.327102363109589	2	2.7999954223633	5.7600021362305	0.327102362260868	0.00153005220715684
50982	Oral methamphetamine	SUC0384	056238	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-24T00:00:00Z	2025-10-06T00:00:00Z	Fionna	79	11.2857142857143		18.7971425737653	93.6600036621094	90.5400009155273	91.9800033569336	83.6500015258789	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														056238_12/24/2025_Oral methamphetamine	056238_12/24/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		1.68000030517578	6.88999938964844	0.196032717823982	3	1.68000030517581	6.8899993896484	0.19603271470248	0.000893753025803264
51031	Oral methamphetamine	SUC0384	056238	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-26T00:00:00Z	2025-10-06T00:00:00Z	Fionna	81	11.5714285714286		19.2942859104701	94.5800018310547	83.6500015258789	93.5800018310547	71.2200012207031	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														056238_12/26/2025_Oral methamphetamine	056238_12/26/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		1	12.4300003051758	0.0744601637125015	4	1	12.4300003051758	0.0744601621203693	0.000691050883935433
51080	Oral methamphetamine	SUC0384	056238	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-27T00:00:00Z	2025-10-06T00:00:00Z	Fionna	82	11.7142857142857		19.5428575788225	93.7600021362305	97.5	92.2300033569336	89.7699966430664	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														056238_12/27/2025_Oral methamphetamine	056238_12/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		1.52999877929688	7.73000335693359	0.165226608514786	5	1.5299987792969	7.73000335693359	0.165226611915203	0.00313157637899358
51129	Oral methamphetamine	SUC0384	056238	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-29T00:00:00Z	2025-10-06T00:00:00Z	Fionna	84	12		20.0400009155273	92.2300033569336	89.7699966430664	91.0699996948242	81.4499969482422	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													419131.054641919	056238_12/29/2025_Oral methamphetamine	056238_12/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00231537646529863	1.16000366210938	8.31999969482422	0.122363209724426	6	1.16000366210939	8.31999969482421	0.122363212167111	0.00231537646529866
50885	Oral methamphetamine	SUC0384	056239	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-19T00:00:00Z	2025-10-06T00:00:00Z	Fionna	74	10.5714285714286		17.6400003433228	94.620002746582	96.2399978637695	90.3300018310547	88.870002746582	3							day 10-13 both water bottles		Both Water Bottles															056239_12/19/2025_Oral methamphetamine	056239_12/19/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		4.29000091552734	7.3699951171875	0.367924720048904	1	4.2900009155273	7.3699951171875	0.367924732005973	
50934	Oral methamphetamine	SUC0384	056239	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-22T00:00:00Z	2025-10-06T00:00:00Z	Fionna	77	11		17.7700004577637	96.1100006103516	88.870002746582	91.1399993896484	85.0800018310547	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													492935.599024451	056239_12/22/2025_Oral methamphetamine	056239_12/22/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00279684923616968	4.97000122070313	3.79000091552734	0.567351579666138	2	4.97000122070321	3.7900009155273	0.567351599167741	0.00279684923616973
50983	Oral methamphetamine	SUC0384	056239	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-24T00:00:00Z	2025-10-06T00:00:00Z	Fionna	79	11.2857142857143		18.1585715157645	91.1399993896484	85.0800018310547	89.379997253418	76.9100036621094	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														056239_12/24/2025_Oral methamphetamine	056239_12/24/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		1.76000213623047	8.16999816894531	0.177240893244743	3	1.7600021362304	8.1699981689453	0.177240894475406	0.000969240413378572
51032	Oral methamphetamine	SUC0384	056239	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-26T00:00:00Z	2025-10-06T00:00:00Z	Fionna	81	11.5714285714286		18.5471425737654	100.550003051758	95.6399993896484	98.5	86.0199966430664	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														056239_12/26/2025_Oral methamphetamine	056239_12/26/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.05000305175781	9.62000274658203	0.175664275884628	4	2.050003051758	9.62000274658199	0.175664270196815	0.00147372426317047
51081	Oral methamphetamine	SUC0384	056239	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-27T00:00:00Z	2025-10-06T00:00:00Z	Fionna	82	11.7142857142857		18.7414281027658	93.0599975585938	86.0199966430664	90.75	79.6500015258789	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														056239_12/27/2025_Oral methamphetamine	056239_12/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.30999755859375	6.3699951171875	0.266128987073898	5	2.30999755859381	6.3699951171875	0.266128975550763	0.00493024874289683
51130	Oral methamphetamine	SUC0384	056239	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-29T00:00:00Z	2025-10-06T00:00:00Z	Fionna	84	12		19.1299991607666	90.75	96.4100036621094	89.5199966430664	89.8499984741211	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													424670.141637343	056239_12/29/2025_Oral methamphetamine	056239_12/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00257188376559093	1.23000335693359	6.56000518798828	0.157894998788834	6	1.23000335693359	6.56000518798831	0.157894994574223	0.00257188376559093
50886	Oral methamphetamine	SUC0384	056240	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-19T00:00:00Z	2025-10-06T00:00:00Z	Fionna	74	10.5714285714286		18.2900004386902	91.8399963378906	80.9599990844727	83.4300003051758	77.8099975585938	3							day 10-13 both water bottles		Both Water Bottles															056240_12/19/2025_Oral methamphetamine	056240_12/19/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		8.40999603271484	3.15000152587891	0.72750848531723	1	8.4099960327148	3.15000152587889	0.727508460973923	
50935	Oral methamphetamine	SUC0384	056240	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-22T00:00:00Z	2025-10-06T00:00:00Z	Fionna	77	11		18.3500003814697	90.9300003051758	99.629997253418	85.5500030517578	96.2699966430664	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													423927.076294463	056240_12/22/2025_Oral methamphetamine	056240_12/22/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.0029318785512674	5.37999725341797	3.36000061035156	0.615560472011566	2	5.379997253418	3.36000061035159	0.615560476933296	0.00293187855126742
50984	Oral methamphetamine	SUC0384	056240	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-24T00:00:00Z	2025-10-06T00:00:00Z	Fionna	79	11.2857142857143		18.967143195016	85.5500030517578	96.2699966430664	80.7699966430664	91.8399963378906	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														056240_12/24/2025_Oral methamphetamine	056240_12/24/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		4.78000640869141	4.43000030517578	0.519001424312592	3	4.78000640869139	4.43000030517581	0.519001403277404	0.00252015095765578
51033	Oral methamphetamine	SUC0384	056240	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-26T00:00:00Z	2025-10-06T00:00:00Z	Fionna	81	11.5714285714286		19.5842860085623	91.75	91.8399963378906	88.879997253418	83.1600036621094	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														056240_12/26/2025_Oral methamphetamine	056240_12/26/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.87000274658203	8.67999267578125	0.248485177755356	4	2.870002746582	8.67999267578119	0.248485184766834	0.00195394936894966
51082	Oral methamphetamine	SUC0384	056240	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-27T00:00:00Z	2025-10-06T00:00:00Z	Fionna	82	11.7142857142857		19.8928574153355	93.7399978637695	83.1600036621094	90.9800033569336	77.5999984741211	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														056240_12/27/2025_Oral methamphetamine	056240_12/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.75999450683594	5.56000518798828	0.331730127334595	5	2.75999450683591	5.56000518798831	0.331730121162489	0.00554971957866288
51131	Oral methamphetamine	SUC0384	056240	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	F	2025-12-29T00:00:00Z	2025-10-06T00:00:00Z	Fionna	84	12		20.5100002288818	90.9800033569336	99.9700012207031	89.129997253418	93.8000030517578	2							day 22-24 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L													395370.417980894	056240_12/29/2025_Oral methamphetamine	056240_12/29/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00360800796269222	1.85000610351563	6.16999816894531	0.2306739538908	6	1.8500061035156	6.1699981689453	0.23067395485912	0.00360800796269218
50887	Oral methamphetamine	SUC0384	056241	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	M	2025-12-19T00:00:00Z	2025-10-06T00:00:00Z	Fionna	74	10.5714285714286		22.5825004577637	93.4300003051758	96.9400024414063	81.0699996948242	94.8199996948242	3							day 10-13 both water bottles		Both Water Bottles															056241_12/19/2025_Oral methamphetamine	056241_12/19/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		12.3600006103516	2.12000274658203	0.853591024875641	1	12.3600006103516	2.1200027465821	0.853591004482264	
50936	Oral methamphetamine	SUC0384	056241	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	M	2025-12-22T00:00:00Z	2025-10-06T00:00:00Z	Fionna	77	11		23.2700004577637	99	94.8199996948242	91.6900024414063	92.3099975585938	2							day 13-15 Methamphetamine drinking	20	Methamphetamine Drinking	mg_L													390086.393137414	056241_12/22/2025_Oral methamphetamine	056241_12/22/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work	0.00314138264494743	7.30999755859375	2.51000213623047	0.744398951530457	2	7.30999755859369	2.5100021362304	0.744398959854004	0.0031413826449474
50985	Oral methamphetamine	SUC0384	056241	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	M	2025-12-24T00:00:00Z	2025-10-06T00:00:00Z	Fionna	79	11.2857142857143		23.572857448033	91.6900024414063	92.3099975585938	87.5599975585938	86.0500030517578	2							day 15-17 Methamphetamine Drinking	20	Methamphetamine Drinking	mg_L														056241_12/24/2025_Oral methamphetamine	056241_12/24/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		4.1300048828125	6.25999450683594	0.397498100996017	3	4.1300048828125	6.25999450683601	0.397498087143989	0.0017520170780811
51034	Oral methamphetamine	SUC0384	056241	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	M	2025-12-26T00:00:00Z	2025-10-06T00:00:00Z	Fionna	81	11.5714285714286		23.8757144383022	91.1699981689453	86.0500030517578	88.9599990844727	75.5800018310547	3							day 17-20 Methamphetamine Drinking	40	Methamphetamine Drinking	mg_L														056241_12/26/2025_Oral methamphetamine	056241_12/26/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.20999908447266	10.4700012207031	0.174290150403976	4	2.2099990844726	10.4700012207031	0.174290144422988	0.0012341684909903
51083	Oral methamphetamine	SUC0384	056241	B6NJ-Rbm4b-/- Cyfip2-S968F<J>	M	2025-12-27T00:00:00Z	2025-10-06T00:00:00Z	Fionna	82	11.7142857142857		24.0271429334368	92.9800033569336	93.9000015258789	90.6699981689453	85.5800018310547	2							day 20-22 Methamphetamine Drinking	80	Methamphetamine Drinking	mg_L														056241_12/27/2025_Oral methamphetamine	056241_12/27/2025_Oral methamphetamine	yes		Kumar Lab	yes	Rbm4b		OM5: 4 days 20mg-L,  3 days 40mg-L,  4 days 80mg-L oral methamphetamine position swap every 2-3 days skip weekend work		2.31000518798828	8.31999969482422	0.217309892177582	5	2.3100051879883	8.31999969482421	0.217309889642977	0.00384565937679361
